#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery
#Serial Number: SN:210244566833
#Date Time: 2019-07-09 14:06:25.989
#Sample rate: 800Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X
#Power Supplies: ON
#Positive Supply: ON
#Negative Supply: ON

Time (s),Channel 1 (V),Channel 2 (V)
-5.12,-1.627970538396967e-05,0.0004465416729489012
-5.11875,-1.627970538396967e-05,0.001116768198353549
-5.1175,-1.627970538396967e-05,0.001786994723758807
-5.11625,-1.627970538396967e-05,0.001786994723758807
-5.115,-1.627970538396967e-05,0.001786994723758807
-5.11375,-1.627970538396967e-05,0.001116768198353397
-5.1125,-1.627970538396967e-05,0.0001114284102464246
-5.11125,-1.627970538396967e-05,-0.0005587981151585285
-5.11,-1.627970538396967e-05,-0.001229024640563177
-5.10875,-1.627970538381753e-05,-0.001899251165968283
-5.1075,0.0003182858946045794,-0.001564137903265958
-5.10625,0.0003182858946045794,-0.001229024640563482
-5.105,-1.62797053838175e-05,-0.0005587981151588333
-5.10375,-1.627970538396967e-05,0.0001114284102464246
-5.1025,-1.627970538396967e-05,0.0007816549356513777
-5.10125,-1.627970538396967e-05,0.001451881461056331
-5.1,-1.627970538396967e-05,0.001786994723758807
-5.09875,-1.627970538396967e-05,0.001786994723758807
-5.0975,-1.627970538396967e-05,0.001451881461056331
-5.09625,-1.627970538396967e-05,0.0004465416729493583
-5.095,-1.627970538396967e-05,-0.000223684852456052
-5.09375,-1.627970538396967e-05,-0.001229024640563482
-5.0925,-1.627970538396967e-05,-0.001564137903265958
-5.09125,0.0003182858946044272,-0.001564137903265958
-5.09,-1.627970538396967e-05,-0.001564137903265958
-5.08875,0.0003182858946045794,-0.0008939113778610051
-5.0875,-1.62797053838175e-05,-0.0002236848524563567
-5.08625,-1.627970538396967e-05,0.0007816549356513777
-5.085,-1.627970538396967e-05,0.001451881461056331
-5.08375,-1.627970538396967e-05,0.001786994723758807
-5.0825,-1.627970538396967e-05,0.001786994723758655
-5.08125,-1.627970538396967e-05,0.001451881461056331
-5.08,-1.627970538396967e-05,0.0007816549356513777
-5.07875,-1.627970538396967e-05,-0.0002236848524555949
-5.0775,-1.627970538396967e-05,-0.0008939113778613099
-5.07625,-1.627970538396967e-05,-0.001564137903265958
-5.075,-1.627970538396967e-05,-0.001899251165968435
-5.07375,-1.627970538396967e-05,-0.001564137903266111
-5.0725,-1.627970538396967e-05,-0.001229024640563482
-5.07125,-1.627970538396967e-05,-0.000223684852456052
-5.07,-1.627970538396967e-05,0.0004465416729489012
-5.06875,-1.627970538396967e-05,0.001116768198354159
-5.0675,-1.627970538396967e-05,0.001786994723758807
-5.06625,-1.627970538396967e-05,0.002122107986461284
-5.065,-1.627970538396967e-05,0.00178699472375896
-5.06375,-1.627970538396967e-05,0.001116768198353854
-5.0625,-1.627970538396967e-05,0.0001114284102464246
-5.06125,-1.627970538396967e-05,-0.0005587981151585285
-5.06,-1.627970538396967e-05,-0.001229024640563786
-5.05875,-1.627970538396967e-05,-0.001899251165968435
-5.0575,0.0003182858946045794,-0.001899251165968435
-5.05625,0.0003182858946045794,-0.001564137903266111
-5.055,-1.627970538396967e-05,-0.0008939113778610051
-5.05375,-1.627970538396967e-05,0.0001114284102464246
-5.0525,-1.627970538396967e-05,0.0007816549356513777
-5.05125,-1.627970538396967e-05,0.00178699472375896
-5.05,-1.627970538396967e-05,0.002122107986461284
-5.04875,-1.627970538396967e-05,0.001786994723758807
-5.0475,-1.627970538396967e-05,0.001451881461056483
-5.04625,-1.627970538396967e-05,0.0004465416729485964
-5.045,-1.627970538396967e-05,-0.000223684852456052
-5.04375,0.0003182858946045794,-0.001229024640563482
-5.0425,0.0003182858946045794,-0.001564137903265806
-5.04125,0.0003182858946045794,-0.001899251165968435
-5.04,0.0003182858946045794,-0.001564137903265958
-5.03875,0.0003182858946045794,-0.0008939113778610051
-5.0375,-1.627970538396967e-05,-0.0002236848524555948
-5.03625,-1.627970538396967e-05,0.0007816549356513777
-5.035,-1.627970538396967e-05,0.001451881461056331
-5.03375,-1.627970538396967e-05,0.001786994723758655
-5.0325,-1.627970538396967e-05,0.001786994723758807
-5.03125,-1.627970538396967e-05,0.001451881461056331
-5.03,-1.627970538396967e-05,0.0007816549356513777
-5.02875,-1.627970538396967e-05,0.0001114284102459674
-5.0275,-1.627970538396967e-05,-0.0008939113778610051
-5.02625,0.0003182858946045794,-0.001564137903265958
-5.025,0.0003182858946045794,-0.001899251165968283
-5.02375,0.0003182858946045794,-0.001564137903265958
-5.0225,-1.627970538396967e-05,-0.001229024640563482
-5.02125,0.0003182858946045794,-0.000223684852456052
-5.02,-1.627970538396967e-05,0.000446541672949206
-5.01875,-1.627970538396967e-05,0.001116768198353854
-5.0175,-1.627970538396967e-05,0.001786994723758807
-5.01625,-1.627970538396967e-05,0.002122107986461132
-5.015,-1.627970538396967e-05,0.001786994723758502
-5.01375,-1.627970538396967e-05,0.001116768198353854
-5.0125,-1.627970538396967e-05,0.0001114284102464246
-5.01125,-1.627970538396967e-05,-0.0005587981151582238
-5.01,-1.627970538396967e-05,-0.001229024640563482
-5.00875,0.0003182858946045794,-0.001564137903265958
-5.0075,-1.627970538396967e-05,-0.001564137903265958
-5.00625,-1.627970538396967e-05,-0.001564137903265501
-5.005,-1.627970538396967e-05,-0.0005587981151585285
-5.00375,-1.627970538396967e-05,0.0001114284102464246
-5.0025,-1.627970538396967e-05,0.001116768198353397
-5.00125,-1.627970538396967e-05,0.001786994723758807
-5,-1.627970538396967e-05,0.002122107986461284
-4.99875,-1.627970538396967e-05,0.001786994723758807
-4.9975,-1.627970538396967e-05,0.001451881461055874
-4.99625,-1.627970538396967e-05,0.0004465416729489012
-4.995,0.0003182858946045794,-0.000223684852456052
-4.99375,0.0003182858946045794,-0.0008939113778607004
-4.9925,0.0003182858946045794,-0.001564137903265958
-4.99125,0.0003182858946045794,-0.001899251165968435
-4.99,0.0003182858946045794,-0.001564137903265958
-4.98875,0.0003182858946045794,-0.0008939113778605479
-4.9875,0.0003182858946045794,0.0001114284102464246
-4.98625,0.0003182858946045794,0.0007816549356513777
-4.985,-1.62797053838175e-05,0.001451881461056026
-4.98375,-1.627970538396967e-05,0.001786994723758807
-4.9825,-1.627970538396967e-05,0.001786994723758807
-4.98125,-1.627970538396967e-05,0.001786994723758807
-4.98,-1.627970538396967e-05,0.0007816549356518348
-4.97875,-1.627970538396967e-05,0.0001114284102464246
-4.9775,-1.627970538396967e-05,-0.0008939113778610051
-4.97625,0.0003182858946045794,-0.001564137903265958
-4.975,0.0003182858946045794,-0.001564137903265958
-4.97375,0.0003182858946045794,-0.001564137903265958
-4.9725,0.0003182858946045794,-0.001229024640563482
-4.97125,0.0003182858946045794,-0.0002236848524565091
-4.97,-1.627970538396967e-05,0.0004465416729489012
-4.96875,-1.627970538396967e-05,0.001116768198353854
-4.9675,-1.627970538396967e-05,0.001786994723758807
-4.96625,-1.627970538396967e-05,0.001786994723758807
-4.965,-1.627970538396967e-05,0.001786994723758807
-4.96375,-1.627970538396967e-05,0.001116768198353854
-4.9625,-1.627970538396967e-05,0.000446541672949206
-4.96125,-1.627970538396967e-05,-0.0005587981151585285
-4.96,-1.627970538396967e-05,-0.001229024640563482
-4.95875,-1.627970538396967e-05,-0.001899251165968435
-4.9575,-1.627970538381753e-05,-0.00189925116596813
-4.95625,0.0003182858946045794,-0.001229024640563482
-4.955,0.0003182858946045794,-0.0005587981151585285
-4.95375,-1.62797053838175e-05,0.0001114284102461198
-4.9525,-1.627970538396967e-05,0.001116768198354159
-4.95125,-1.627970538396967e-05,0.001786994723758807
-4.95,-1.627970538396967e-05,0.002122107986461284
-4.94875,-1.627970538396967e-05,0.00178699472375896
-4.9475,-1.627970538396967e-05,0.001451881461056331
-4.94625,-1.627970538396967e-05,0.0004465416729489012
-4.945,-1.627970538396967e-05,-0.000223684852456052
-4.94375,-1.627970538381753e-05,-0.0008939113778613099
-4.9425,0.0003182858946045794,-0.001564137903265958
-4.94125,0.0003182858946045794,-0.001899251165968435
-4.94,0.0003182858946045794,-0.001564137903266111
-4.93875,-1.627970538396967e-05,-0.0008939113778610051
-4.9375,-1.627970538396967e-05,-0.000223684852456052
-4.93625,-1.627970538396967e-05,0.0007816549356513777
-4.935,-1.627970538396967e-05,0.001451881461056483
-4.93375,-1.627970538396967e-05,0.001786994723758807
-4.9325,-1.627970538396967e-05,0.001786994723758807
-4.93125,-1.627970538396967e-05,0.001451881461056483
-4.93,-1.627970538396967e-05,0.0007816549356513777
-4.92875,-1.627970538396967e-05,0.0001114284102464246
-4.9275,0.0003182858946045794,-0.0008939113778610051
-4.92625,0.0003182858946045794,-0.001564137903266111
-4.925,0.0003182858946045794,-0.001899251165968435
-4.92375,0.0003182858946045794,-0.001564137903265958
-4.9225,0.0003182858946045794,-0.001229024640563634
-4.92125,0.0003182858946044272,-0.0002236848524557472
-4.92,-1.627970538396967e-05,0.0004465416729489012
-4.91875,-1.627970538396967e-05,0.001116768198353854
-4.9175,-1.627970538396967e-05,0.001786994723758502
-4.91625,-1.627970538396967e-05,0.001786994723758807
-4.915,-1.627970538396967e-05,0.001786994723758807
-4.91375,-1.627970538396967e-05,0.001116768198353854
-4.9125,-1.627970538381753e-05,0.000446541672948444
-4.91125,0.0003182858946045794,-0.0005587981151585285
-4.91,0.0003182858946045794,-0.001229024640563482
-4.90875,0.0003182858946045794,-0.001564137903265806
