#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery
#Serial Number: SN:210244566833
#Date Time: 2019-07-09 14:04:06.474
#Sample rate: 800Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X
#Power Supplies: ON
#Positive Supply: ON
#Negative Supply: ON

Time (s),Channel 1 (V),Channel 2 (V)
-5.12,0.0003182858946045794,-0.000223684852456052
-5.11875,0.0003182858946045794,0.0007816549356509206
-5.1175,-1.627970538396967e-05,0.001451881461056331
-5.11625,-1.627970538396967e-05,0.001786994723758807
-5.115,-1.627970538396967e-05,0.001786994723758807
-5.11375,-1.627970538396967e-05,0.001451881461056026
-5.1125,-1.627970538396967e-05,0.0007816549356513777
-5.11125,-1.627970538396967e-05,-0.000223684852456052
-5.11,-1.627970538396967e-05,-0.0008939113778607004
-5.10875,0.0003182858946044272,-0.001564137903266111
-5.1075,-1.627970538396967e-05,-0.001899251165968435
-5.10625,-1.627970538396967e-05,-0.001564137903265958
-5.105,-1.627970538396967e-05,-0.001229024640563634
-5.10375,-1.627970538396967e-05,-0.0005587981151585285
-5.1025,-1.627970538396967e-05,0.0004465416729489012
-5.10125,-1.627970538396967e-05,0.001116768198353854
-5.1,-1.627970538396967e-05,0.00178699472375896
-5.09875,-1.627970538396967e-05,0.002122107986461284
-5.0975,-1.627970538396967e-05,0.001786994723758807
-5.09625,-1.627970538396967e-05,0.001116768198354159
-5.095,-1.627970538396967e-05,0.0001114284102464246
-5.09375,-1.627970538396967e-05,-0.0005587981151585285
-5.0925,-1.627970538396967e-05,-0.001229024640563482
-5.09125,0.0003182858946045794,-0.001899251165968435
-5.09,0.0003182858946045794,-0.001899251165968435
-5.08875,-1.627970538396967e-05,-0.001564137903265958
-5.0875,0.0003182858946044272,-0.0005587981151589858
-5.08625,-1.627970538396967e-05,0.0001114284102464246
-5.085,-1.627970538396967e-05,0.001116768198353854
-5.08375,-1.627970538396967e-05,0.001786994723758807
-5.0825,-1.627970538396967e-05,0.001786994723758807
-5.08125,-1.627970538396967e-05,0.001786994723758807
-5.08,-1.627970538396967e-05,0.001451881461056331
-5.07875,-1.627970538396967e-05,0.0004465416729493583
-5.0775,-1.627970538381753e-05,-0.0002236848524565091
-5.07625,0.0003182858946045794,-0.001229024640563482
-5.075,-1.627970538396967e-05,-0.001564137903265958
-5.07375,0.0003182858946044272,-0.001899251165968283
-5.0725,-1.627970538396967e-05,-0.001564137903265958
-5.07125,-1.627970538396967e-05,-0.0008939113778610051
-5.07,-1.627970538396967e-05,-0.000223684852456052
-5.06875,-1.627970538396967e-05,0.0007816549356516824
-5.0675,-1.627970538396967e-05,0.001451881461056331
-5.06625,-1.627970538396967e-05,0.001786994723758807
-5.065,-1.627970538396967e-05,0.001786994723758807
-5.06375,-1.627970538396967e-05,0.001786994723758807
-5.0625,-1.627970538396967e-05,0.0007816549356513777
-5.06125,-1.627970538396967e-05,0.0001114284102464246
-5.06,0.0003182858946044272,-0.0008939113778613099
-5.05875,-1.627970538396967e-05,-0.001564137903265958
-5.0575,-1.627970538396967e-05,-0.001899251165968435
-5.05625,-1.627970538396967e-05,-0.001564137903266111
-5.055,-1.627970538396967e-05,-0.001229024640563482
-5.05375,-1.627970538396967e-05,-0.000223684852456052
-5.0525,-1.627970538396967e-05,0.0004465416729489012
-5.05125,-1.627970538396967e-05,0.001451881461056483
-5.05,-1.627970538396967e-05,0.001786994723758807
-5.04875,-1.627970538396967e-05,0.002122107986461284
-5.0475,-1.627970538396967e-05,0.00178699472375896
-5.04625,-1.627970538396967e-05,0.001116768198353549
-5.045,-1.627970538396967e-05,0.0004465416729489012
-5.04375,-1.627970538396967e-05,-0.0005587981151585285
-5.0425,-1.627970538396967e-05,-0.001229024640563177
-5.04125,-1.627970538396967e-05,-0.001899251165968435
-5.04,-1.627970538396967e-05,-0.001564137903265958
-5.03875,-1.627970538396967e-05,-0.001564137903265958
-5.0375,-1.627970538396967e-05,-0.0005587981151582238
-5.03625,-1.627970538396967e-05,0.0001114284102464246
-5.035,-1.627970538396967e-05,0.001116768198353854
-5.03375,-1.627970538396967e-05,0.001786994723758502
-5.0325,-1.627970538396967e-05,0.002122107986461284
-5.03125,-1.627970538396967e-05,0.001786994723758807
